id,profession,partnership-no,practice-code,name,address-1,address-2,council,county,health-trust-area,postcode,tel,lat,long
pharm-471,Pharmacy,7739,,LAKELAND PHARMACY LTD,Unit 1,61 Cornagrade Road Enniskillen,Fermanagh and Omagh,Fermanagh,,BT74 6DX,028 6632 6509,52.976447,-4.6270462
pharm-472,Pharmacy,7746,,MCDAID LTD,42 - 44 Main Street,Roslea,Fermanagh and Omagh,Fermanagh,,BT92 7PP,028 6775 1880,52.870591,-4.1737855
pharm-473,Pharmacy,7753,,MCGUINNESS,4 Main Street,Belleek,Fermanagh and Omagh,Fermanagh,,BT93 3FX,028 6865 8218,53.089277,-5.0765569
pharm-474,Pharmacy,7760,,MCMANUS,12 Church Street,Enniskillen,Fermanagh and Omagh,Fermanagh,,BT74 7EJ,028 6632 2291,52.966006,-4.6307912
pharm-475,Pharmacy,7777,,O'REILLY,48 Main Street,Tempo,Fermanagh and Omagh,Fermanagh,,BT94 3LU,028 8954 1203,53.001633,-4.4594192
pharm-476,Pharmacy,7784,,JENNINGS,10 Darling Street,Enniskillen,Fermanagh and Omagh,Fermanagh,,BT74 7EW,028 6632 2031,52.96681,-4.6330294
pharm-477,Pharmacy,7801,,HUGHES,18/20 Main Street,Newtownbutler,Fermanagh and Omagh,Fermanagh,,BT92 8JW,028 6773 8247,52.809382,-4.3472747
pharm-478,Pharmacy,7825,,LLOYDS PHARMACY LTD,6 Church Street,Claudy,Derry and Strabane,Derry,Western Trust,BT47 4AA,028 7133 8251,53.543341,-4.2000603
pharm-479,Pharmacy,7849,,LLOYDS PHARMACY LTD,14 Main Street,Eglinton,Derry and Strabane,Derry,Western Trust,BT47 3PQ,028 7181 0265,53.65794,-4.2330422
pharm-480,Pharmacy,7856,,MCGRADE,1 Church Street,Ederney,Fermanagh and Omagh,Fermanagh,,BT93 0EF,028 6863 2201,53.151764,-4.6611809
pharm-481,Pharmacy,7870,,GORMLEY MEDICARE LTD,171 Irish Green Street,Limavady,Causeway Coast and Glens,Derry,Northern Trust,BT49 9AR,028 7772 2508,53.681006,-4.0105435
pharm-482,Pharmacy,7894,,LLOYDS PHARMACY LTD,5 Victoria Place,Sion Mills,Derry and Strabane,Tyrone,Western Trust,BT82 9HL,028 8165 8289,53.408534,-4.4985667
pharm-483,Pharmacy,7904,,BOOTS UK LTD,Unit 1,43/47 High Street Omagh,Fermanagh and Omagh,Tyrone,,BT78 1BA,028 8224 5455,53.228073,-4.3212789
pharm-484,Pharmacy,7942,,CASSIDY,64 Main Street,Fintona,Fermanagh and Omagh,Tyrone,,BT78 2AD,028 8284 1224,53.126053,-4.3277027
pharm-485,Pharmacy,7959,,MCGOVERN,91  Main Street,Derrylin,Fermanagh and Omagh,Fermanagh,,BT92 9LA,028 6774 8020,52.824057,-4.5573338
pharm-486,Pharmacy,7973,,NORTHERN PHARMACIES LTD,52 High Street,Holywood,North Down and Ards,Down,South East Trust,BT18 9AE,028 9042 2222,53.305643,-2.9046425
pharm-487,Pharmacy,8008,,GORDON LTD,6 Oldtown Street,Cookstown,Mid Ulster,Tyrone,Northern Trust,BT80 8EF,028 8676 2223,53.291392,-3.7866261
pharm-488,Pharmacy,8022,,COAGH PHARMACIES LTD,11 Main Street,Coagh,Mid Ulster,Tyrone,Northern Trust,BT80 0EN,028 8673 6900,53.292234,-3.6619045
pharm-489,Pharmacy,8039,,DUNDEE LTD,197 Jordanstown Road,Monkstown Newtownabbey,Antrim and Newtownabbey,Antrim,Northern Trust,BT37 0LU,028 9036 5594,53.352921,-2.9802365
pharm-490,Pharmacy,8046,,BRADLEY LTD,84C Old Mountfield Road,Killyclougher Omagh,Fermanagh and Omagh,Tyrone,,BT79 7ET,028 8224 0554,53.236472,-4.3031511
pharm-491,Pharmacy,8053,,MAGIR LTD,58 Irish Street,Dungannon,Mid Ulster,Tyrone,Northern Trust,BT70 1AQ,028 8772 2079,53.152054,-3.8099367
pharm-492,Pharmacy,8084,,BOOTS UK LTD,Castle Buildings,Market Square Dungannon,Mid Ulster,Tyrone,Northern Trust,BT70 1AB,028 8772 3193,53.145844,-3.7984907
pharm-493,Pharmacy,8091,,DUNDEE LTD,16 - 18 High Street,Carrickfergus,Mid and East Antrim,Antrim,Northern Trust,BT38 7AF,028 9336 2541,53.380808,-2.8818961
pharm-494,Pharmacy,8101,,MAGIR LTD,3 Castle Court,Thomas Street Dungannon,Mid Ulster,Tyrone,Northern Trust,BT70 1HJ,028 8772 4722,53.148033,-3.7999729
pharm-495,Pharmacy,8125,,CORRY'S CHEMISTS LTD,13-14 The Diamond,Castlederg,Derry and Strabane,Tyrone,Western Trust,BT81 7AR,028 8167 1974,53.329491,-4.609906
pharm-496,Pharmacy,8132,,DONABRIN LTD,19 Main Street,Carrickmore,Fermanagh and Omagh,Tyrone,,BT79 9AY,028 8076 1221,53.231577,-4.0799747
pharm-497,Pharmacy,8149,,MAGIR LTD,8A Melmount Road,Strabane,Derry and Strabane,Tyrone,Western Trust,BT82 9BD,028 7188 5548,53.443416,-4.4957201
pharm-498,Pharmacy,8163,,MCNALLY'S LATE NIGHT PHARMACY LTD,5A Monaghan Street,Newry,"Newry, Mourne and Down",Down,,BT35 6BB,028 3026 2110,52.829236,-3.3626121
pharm-499,Pharmacy,8170,,KELLY,12 The Square,Stewartstown,Mid Ulster,Tyrone,Northern Trust,BT71 5HX,028 8773 8241,53.220628,-3.7140421
pharm-500,Pharmacy,8194,,BOOTS UK LTD,Oaks Centre,Oak Road Dungannon,Mid Ulster,Tyrone,Northern Trust,BT71 4NA,028 8772 6626,53.152989,-3.7933157
pharm-501,Pharmacy,8228,,MCADAM & BATES,41 High Street,Omagh,Fermanagh and Omagh,Tyrone,,BT78 1BA,028 8224 2030,53.228073,-4.3212789
pharm-502,Pharmacy,8235,,GORDON LTD,18 High Street,Enniskillen,Fermanagh and Omagh,Fermanagh,,BT74 7DQ,028 6632 2393,52.965885,-4.6297562
pharm-503,Pharmacy,8242,,VALLEY PHARMACY,7 Main Street,Clogher,Mid Ulster,Tyrone,Northern Trust,BT76 0AA,028 8554 8637,53.043169,-4.1809255
pharm-504,Pharmacy,8266,,LLOYDS PHARMACY LTD,260 Berryhill Road,Donemana,Derry and Strabane,Tyrone,Western Trust,BT82 0NB,028 7139 8224,53.50075,-4.3526982
pharm-505,Pharmacy,8273,,BOOTS UK LTD,60/62 Main Street,Strabane,Derry and Strabane,Tyrone,Western Trust,BT82 8AX,028 7138 2916,53.449585,-4.4939582
pharm-506,Pharmacy,8280,,GORDON LTD,30 Market Street,Omagh,Fermanagh and Omagh,Tyrone,,BT78 1EH,028 8224 2122,53.228585,-4.3189992
pharm-507,Pharmacy,8297,,BOOTS UK LTD,5/7 James Street,Cookstown,Mid Ulster,Tyrone,Northern Trust,BT80 8AA,028 8676 6176,53.28822,-3.7859386
pharm-508,Pharmacy,8307,,BRADLEY LTD,8 Omagh Road,Dromore,Fermanagh and Omagh,Tyrone,,BT78 3AJ,028 8289 8214,53.140938,-4.4593445
pharm-509,Pharmacy,8321,,MCALEER MEDICAL HALL LTD,5 The Diamond,Pomeroy,Mid Ulster,Tyrone,Northern Trust,BT70 2QX,028 8775 8207,53.231412,-3.9575986
pharm-510,Pharmacy,8338,,MAGUIRE,35 Main Street,Dromore,Fermanagh and Omagh,Tyrone,,BT78 3AE,028 8289 7799,53.137993,-4.4669662
pharm-511,Pharmacy,8352,,GRAHAM,24 Main Street,Coalisland,Mid Ulster,Tyrone,Northern Trust,BT71 4NB,028 8774 0332,53.183824,-3.7357559
pharm-512,Pharmacy,8376,,PILL BOX ENTERPRISES LTD,24 Church Street,Irvinestown,Fermanagh and Omagh,Fermanagh,,BT94 1EH,028 6862 1828,53.091592,-4.6337153
pharm-513,Pharmacy,8390,,MAGIR LTD,50 Newell Road,Dungannon,Mid Ulster,Tyrone,Northern Trust,BT70 1EG,028 8772 2768,53.148984,-3.8102262
pharm-514,Pharmacy,8417,,CLOVERDALE MERCHANTS LTD,340A Ballycolman Estate,Strabane,Derry and Strabane,Tyrone,Western Trust,BT82 9EH,028 7138 2252,53.44248,-4.4918704
pharm-515,Pharmacy,8455,,DONNELLY M C ALEER PHARMACY LTD,20 The Square,Coalisland,Mid Ulster,Tyrone,Northern Trust,BT71 4LN,028 8774 0417,53.183074,-3.7372072
pharm-516,Pharmacy,8462,,BRADLEY LTD,18 Main Street,Drumquinn,Fermanagh and Omagh,Tyrone,,BT78 4SB,028 8283 1219,53.239198,-4.5035846
pharm-517,Pharmacy,8486,,O'HAGAN,63 Main Street,Trillick,Fermanagh and Omagh,Tyrone,,BT78 3ST,028 8956 1597,53.074588,-4.4914663
pharm-518,Pharmacy,8503,,OMAGH GROUP PHARMACY LTD,Omagh Health Centre,Mountjoy Road Omagh,Fermanagh and Omagh,Tyrone,,BT79 7BA,02882835522,53.232283,-4.319334
pharm-519,Pharmacy,8510,,FEENY PHARMACY LTD,67 Main Street,Feeny,Causeway Coast and Glens,Derry,Northern Trust,BT47 4TD,028 7778 1869,53.527501,-4.0691355
pharm-520,Pharmacy,8527,,COLHOUN CHEMIST LTD,11 Castle Street,Strabane,Derry and Strabane,Tyrone,Western Trust,BT82 8AF,028 7138 2250,53.450575,-4.493444
pharm-521,Pharmacy,8534,,GORDON LTD,14 Scotch Street,Dungannon,Mid Ulster,Tyrone,Northern Trust,BT70 1AR,028 8772 2430,53.144852,-3.7999146
pharm-522,Pharmacy,8541,,MCKEEVER LTD,20 Charlemont Street,Moy,Mid Ulster,Tyrone,Northern Trust,BT71 7SL,028 8778 4728,53.089541,-3.7179958
pharm-523,Pharmacy,8558,,MAGIR LTD,The Health Centre,Main Street Strabane,Derry and Strabane,Tyrone,Western Trust,BT82 8AS,028 7138 4113,53.448934,-4.4919471
pharm-524,Pharmacy,8565,,CLOVERDALE MERCHANTS LTD,21/23 John Street,Omagh,Fermanagh and Omagh,Tyrone,,BT78 1DW,028 8224 2562,53.227625,-4.3239815
pharm-525,Pharmacy,8606,,DUNDEE LTD,1 Knockleigh Drive,Greenisland,Mid and East Antrim,Antrim,Northern Trust,BT38 8UT,028 9086 2406,53.357939,-2.9397827
pharm-526,Pharmacy,8613,,THE MEDICAL HALL LTD,6B Main Street,Irvinestown,Fermanagh and Omagh,Fermanagh,,BT94 1GJ,028 6862 8239,53.092309,-4.6321758
pharm-527,Pharmacy,8620,,SLEVIN,60 Market Street,Omagh,Fermanagh and Omagh,Tyrone,,BT78 1EL,028 8224 2901,53.228785,-4.3170172
pharm-528,Pharmacy,8644,,CAMPBELLS DISPENSARY LTD,38 Main Street,Limavady,Causeway Coast and Glens,Derry,Northern Trust,BT49 0EU,028 7772 2677,53.688547,-4.015401
pharm-529,Pharmacy,8651,,DUNDEE LTD,9-10 Victoria Road,Carrickfergus,Mid and East Antrim,Antrim,Northern Trust,BT38 7JE,028 9335 1722,53.389493,-2.8693698
pharm-530,Pharmacy,8675,,WILKINSON,3 John Street,Castlederg,Derry and Strabane,Tyrone,Western Trust,BT81 7AW,028 8167 1205,53.330303,-4.6102109
pharm-531,Pharmacy,8682,,CATHCART LTD,48A Main Street,Derrygonnelly,Fermanagh and Omagh,Fermanagh,,BT93 6HW,028 6864 1234,53.032926,-4.8052103
pharm-532,Pharmacy,8699,,DUNDEE LTD,51 Bridewell Drive,Carrickfergus,Mid and East Antrim,Antrim,Northern Trust,BT38 8JN,028 9335 1323,53.387085,-2.8899347
optic-1,Opticians,,,"ALEXANDER, BAIN & MURRAY OPTICIANS",13 Windsor Ave,Lurgan,Craigavon,Armagh,Southern Trust,BT67 9BG,028 3832 2580,53.114258,-3.3715046
optic-2,Opticians,,,"ALEXANDER, BAIN & MURRAY OPTICIANS",28 Northland Row,,Dungannon,Tyrone,Northern Trust,BT71 6AP,028 8772 2375,53.145951,-3.7949962
optic-3,Opticians,,,"ALEXANDER, BAIN & MURRAY OPTICIANS",1 Edward St,Portadown,Craigavon,Armagh,Southern Trust,BT62 3LX,028 3833 2256,53.071947,-3.4762868
optic-4,Opticians,,,ARMSTRONG STEPHEN,20 Newcastle St,Kilkeel,Newry,Down,,BT34 4AF,028 4176 4999,52.724626,-3.0262745
optic-5,Opticians,,,BENNETT & TODD OPTICIANS,6 Fairgreen Rd,Markethill,Armagh,Armagh,Southern Trust,BT60 1PW,028 3755 2678,52.944354,-3.545503
optic-6,Opticians,,,C MCRORY OPTICIANS,57 Irish St,,Dungannon,Tyrone,Northern Trust,BT70 1DQ,028 8775 0199,53.145289,-3.8018917
optic-7,Opticians,,,CASSERLY & CRESWELL OPTOMETRISTS,6A Bridge St,Keady,Armagh,Armagh,Southern Trust,BT60 3SY,028 3753 0500,52.891359,-3.7186193
optic-8,Opticians,,,DALZELL OPTICIANS,25 Dungannon St,Moy,Dungannon,Tyrone,Northern Trust,BT71 7SH,028 8778 9804,53.09119,-3.7233182
optic-9,Opticians,,,DUNLEAVY OPTICIANS,15 Market St,,Armagh,Armagh,Southern Trust,BT61 7BW,028 3751 8866,52.992152,-3.6756564
optic-10,Opticians,,,"FAIRBAIRN, M",6 Sugar Island,,Newry,Down,,BT35 6HT,028 3026 5200,52.830404,-3.3579581
optic-11,Opticians,,,"FAIRBAIRN, M",102 Newry St,,Banbridge,Down,Southern Trust,BT32 3HE,028 4062 4979,53.000306,-3.3057796
optic-12,Opticians,,,FAITH DONALDSON OPTOMETRIST,23 Greencastle St,Kilkeel,Newry,Down,,BT34 4BH,028 4176 9393,52.722101,-3.0313085
optic-13,Opticians,,,FIONA JENNINGS OPTICIAN,1 Church St,,Dromore,Down,Southern Trust,BT25 1AA,028 9269 2224,53.071808,-3.1957573
optic-14,Opticians,,,FOCUS OPTICIANS,23 Thomas St,,Armagh,Armagh,Southern Trust,BT61 7PX,028 3752 2968,52.991598,-3.676082
optic-15,Opticians,,,GAMBLE & CRESWELL,4 Russell Street,,Armagh,Armagh,Southern Trust,BT61 9AA,028 3752 2683,52.993295,-3.6749408
optic-16,Opticians,,,GARDNER & ALLEN OPTOMETRIST,48 Bridge St,,Banbridge,Down,Southern Trust,BT32 3JS,028 4066 2121,53.003357,-3.3046497
optic-17,Opticians,,,GRACE & O'NEILL,35 High St,Lurgan,Craigavon,Armagh,Southern Trust,BT66 6AH,028 3832 7437,53.114395,-3.3720917
optic-18,Opticians,,,ISLAND EYE CARE,"38 Main St,",Coalisland,Dungannon,Tyrone,Northern Trust,BT71 4NB,028 8774 8444,53.183824,-3.7357559
optic-19,Opticians,,,JA MACKEY  EYE CARE,Unit 22 High St Mall,Portadown,Craigavon,Armagh,Southern Trust,BT62 1HX,028 3839 2424,53.073417,-3.4781134
optic-20,Opticians,,,JANET MCCLEARY OPTICIANS,6A The Linen Green,Moygashel,Dungannon,Tyrone,Northern Trust,BT71 7AB,028 8772 6226,53.143482,-3.8007096
optic-21,Opticians,,,JILL MCKEOWN OPTICIANS,21 Rathfriland St,,Banbridge,Down,Southern Trust,BT32 3LA,028 4066 9955,53.00229,-3.3035743
optic-22,Opticians,,,LEE OPTICIANS LTD,12 Charlotte St,Warrenpoint,Newry,Down,,BT34 3LF,028 4175 3030,52.756468,-3.2738455
optic-23,Opticians,,,LEE OPTICIANS LTD,25-26 The Square,Crossmaglen,Newry,Armagh,,BT35 9HG,028 3086 8866,52.722068,-3.6116653
optic-24,Opticians,,,MACADOREY OPTICIANS,36 Mill St,,Newry,Down,,BT34 1EY,028 3026 2501,52.826102,-3.3583582
optic-25,Opticians,,,MASTERSON OPTICIANS,2 Kildare Street,,Newry,Down,,BT34 1DG,028 3026 2564,52.829069,-3.3575454
optic-26,Opticians,,,"MCCRYSTAL, A",42 Scotch St,,Armagh,Armagh,Southern Trust,BT61 7BY,028 3752 8242,52.991315,-3.6738063
optic-27,Opticians,,,"MCCRYSTAL, N",Unit 3,Little Scotch Street,Dungannon,Tyrone,Northern Trust,BT70 1AP,028 8772 2379,53.144385,-3.8004483
optic-28,Opticians,,,NEIL GORMAN EYECARE,,,Craigavon,,,,074 4790 1066,#N/A,#N/A
optic-29,Opticians,,,NICHOLL OPTICIANS,The Butter Market,132 Main St,Fivemiletown,Tyrone,Northern Trust,BT75 0PW,028 8952 2207,53.005955,-4.318207
optic-30,Opticians,,,NICHOLL OPTICIANS,21 Main St,,Clogher,Tyrone,Northern Trust,BT76 0AA,028 8554 9444,53.043169,-4.1809255
optic-31,Opticians,,,O'NEILL OPTICIANS,14 The Square,Coalisland,Dungannon,Tyrone,Northern Trust,BT71 4QZ,028 8774 7608,53.171245,-3.694029
optic-32,Opticians,,,PATRICIA QUINN OPTOMETRIST,53 Markey Street,Tandragee,Craigavon,Derry,Northern Trust,BT52 2BP,028 3884 2698,53.779627,-3.7409063
optic-33,Opticians,,,"PURCE, G J",32 Church St,Portadown,Craigavon,Armagh,Southern Trust,BT62 3LQ,028 3833 2449,53.071132,-3.4796621
optic-34,Opticians,,,QUINN OPTOMETRISTS,11 Castle Lane,Lurgan,Craigavon,Armagh,Southern Trust,BT67 9BD,028 3832 7606,53.116691,-3.3702074
optic-35,Opticians,,,RICHARD MORWOOD OPTOMETRIST,1 Newry St,,Banbridge,Down,Southern Trust,BT32 3EA,028 4062 2356,53.001664,-3.3057312
optic-36,Opticians,,,SAM BAIRD,20 Meeting St,,Dromore,Down,Southern Trust,BT25 1AQ,028 9269 2223,53.070053,-3.1923654
optic-37,Opticians,,,SANDRA BAIRD,14 Main Street,Rathfriland,Newry,Down,Southern Trust,BT34 5PS,028 4023 8080,52.894953,-3.1903323
optic-38,Opticians,,,SPECSAVERS OPTICIANS,56 Newry Street,,Banbridge,Down,Southern Trust,BT32 3HA,028 4066 9811,53.001439,-3.3049495
optic-39,Opticians,,,SPECSAVERS OPTICIANS,Unit 41,Buttercrane Centre,Newry,Down,,BT35 8HJ,028 3025 0011,52.824307,-3.3612705
optic-40,Opticians,,,SPECSAVERS OPTICIANS,9-10 High Street,Portadown,Craigavon,,,BT62 6HZ,028 3835 0400,#N/A,#N/A
optic-41,Opticians,,,SPECSAVERS OPTICIANS,Unit 10 Rushmere Centre,,Craigavon,Armagh,Southern Trust,BT64 1AA,028 3834 5688,53.100253,-3.4279362
optic-42,Opticians,,,TAYLORS FASHION OPTICIANS,9-11 Mandeville St,Portadown,Craigavon,Armagh,Southern Trust,BT62 3PB,028 3839 4000,53.071219,-3.4806502
optic-43,Opticians,,,TESCO OPTICIANS,Marlborough Retail Park,Highfield Road,Craigavon,Armagh,Southern Trust,BT64 1AG,07822 833168/0845 601 3479,53.096666,-3.4294304
optic-44,Opticians,,,THE EYE SPOT,7 Church Pl,Lurgan,Craigavon,Armagh,Southern Trust,BT66 6EY,028 3832 1240,53.115948,-3.3761455
optic-45,Opticians,,,THE EYE SPOT,55 Scotch St,,Dungannon,,,BT70 1DG,028 8772 2921,53.146197,-3.788173
optic-46,Opticians,,,VISION CALL NI LTD,13 Windsor Ave,Lurgan,Craigavon,Armagh,Southern Trust,BT67 9BG,028 3834 1700,53.114258,-3.3715046
optic-47,Opticians,,,ARMSTRONG S,30 Railway St,,Newcastle,Down,,BT33 0AL,028 4372 2991,52.878428,-2.9252193
optic-48,Opticians,,,BOOTS OPTICIANS,40 Bow Street,,Lisburn,Antrim,,BT28 1BN,028 9267 7347/028 9266 8702,53.170959,-3.1009862
optic-49,Opticians,,,C HENDERSON,1 The Square,,Ballynahinch,Down,,BT24 8AE,028 9756 5665,53.06513,-2.9471245
optic-50,Opticians,,,CASTLEWELLAN OPTICIANS,Room 6 The Lodge,1 Dublin Rd,Castlewellan,Down,,BT31 9AG,028 4377 1387,52.918853,-2.9856775
optic-51,Opticians,,,"COATES, M",53 Bridge St,Comber,Newtownards,Down,South East Trust,BT23 5AT,028 9187 3806,53.21792,-2.8094449
optic-52,Opticians,,,COLUM ROONEY OPTOMETRIST,5 Ballynahinch Street,,Hillsborough,Down,,BT26 6AW,028 9268 8881,53.121696,-3.1308981
optic-53,Opticians,,,DAVIDSON & HARDY,26 Killyleagh St,Crossgar,Downpatrick,Down,,BT30 9DQ,028 4483 1484,53.064445,-2.8124583
optic-54,Opticians,,,DORIS OPTICAL,45 St Patricks Ave,,Downpatrick,Down,,BT30 6DN,028 4461 2058,52.99253,-2.7636568
optic-55,Opticians,,,"DOUGLAS, B",32 Victoria Ave,,Newtownards,,,BT23 3ED,028 9181 4023,53.264715,-2.7619473
optic-56,Opticians,,,DUNMURRY OPTICIANS,210 Kingsway,Dunmurry,Belfast,Antrim,Belfast Trust,BT17 9AE,028 9061 3485,53.210397,-3.0642028
optic-57,Opticians,,,GARDNER & ALLEN OPTOMETRISTS,24 Castle St,,Lisburn,Antrim,,BT27 4XD,028 9266 2060,53.171126,-3.0955748
optic-58,Opticians,,,GILROY OPTICIANS,Unit 3 Laurelglen Shops,Dummurry,Belfast,Antrim,Belfast Trust,BT17 0AH,028 9062 3332,53.220134,-3.0799907
optic-59,Opticians,,,GLASS ASSOCIATES,125 High Street,,Holywood,Down,South East Trust,BT18 9LG,028 9042 8910,53.304248,-2.9072392
optic-60,Opticians,,,GLASS R A ASSOCIATES,20 Bridge St,Comber,Newtownards,Down,South East Trust,BT23 5AT,028 9187 0871,53.21792,-2.8094449
optic-61,Opticians,,,HELEN STINSON OPTOMETRIST,20a High St,Killyleagh,Downpatrick,Down,,BT30 9QF,028 4482 8223,53.070117,-2.7098815
optic-62,Opticians,,,"HENDERSON, C","Unit 1, 35Main Street",Saintfield,Ballynahinch,Down,,BT24 7AB,028 9751 1874,53.124977,-2.8905765
optic-63,Opticians,,,J A  MACKEY EYE-CARE,62a High St,,Newtownards,Down,South East Trust,BT23 7HZ,028 9181 2046,53.261211,-2.7645085
optic-64,Opticians,,,J A MACKEY,61 High St,,Holywood,Down,South East Trust,BT18 9AQ,028 9042 3544,53.306054,-2.9049063
optic-65,Opticians,,,JAS OPTICIANS,Unit 10 The Dairy Farm,Stewartstown Rd,Belfast,Antrim,Belfast Trust,BT17 0LB,028 9043 0687,53.216382,-3.0834007
optic-66,Opticians,,,JUDITH LONG OPTICIANS,Unit 2 Clough Health Centre,Clough,Downpatrick,Down,,BT30 8RD,028 4481 1130,52.954371,-2.8851613
optic-67,Opticians,,,LONGSTONE OPTICIANS,110 Longstone St,,Lisburn,Antrim,,BT28 1TR,028 9260 5500,53.168822,-3.1094734
optic-68,Opticians,,,MACKEY EYE CARE,137 Main St,,Bangor,Down,South East Trust,BT20 4AE,028 9145 2828,53.328518,-2.744946
optic-69,Opticians,,,"MCELHOLM, E",58 Main St,Kircubbin,Newtownards,Down,South East Trust,BT22 2SP,028 4273 8888,53.160934,-2.6024227
optic-70,Opticians,,,"MCELHOLM, E",21 Market Street,,Downpatrick,Down,,BT30 6LP,028 4461 7665,52.995614,-2.7676297
optic-71,Opticians,,,"MCGLOIN, P J",141 Main St,,Newcastle,Down,,BT33 0AE,028 4372 6206,52.875313,-2.9268914
optic-72,Opticians,,,O RAMSDEN OPTOMETRIST,110 High St,,Bangor,Down,South East Trust,BT20 5AZ,028 9127 2722,53.33239,-2.7409891
optic-73,Opticians,,,OPTIQUE EYE & EAR CLINIC,573 Lisburn Road,,Belfast,Antrim,Belfast Trust,BT9 7GS,028 9066 7030,53.236488,-3.0174285
optic-74,Opticians,,,OPTOMISE EYECARE,Scrabo Business Park,Unit 3 Jubilee Road,Newtownards,,,BT23 4XG,028 9182 7780,55.819497,2.2556304
optic-75,Opticians,,,PJ BROGAN OPTOMETRISTS,42 Main St,,Ballynahinch,Down,,BT24 8DN,028 9756 2278,53.066655,-2.946367
optic-76,Opticians,,,PJ PROGAN OPTOMETRISTS,58 Bow St,,Lisburn,Antrim,,BT28 1BN,028 9260 2020,53.170959,-3.1009862
optic-77,Opticians,,,"ROBINSON, J",75 Main St,Moira,Craigavon,Down,,BT67 0LH,028 9261 9222,53.136676,-3.2703879
optic-78,Opticians,,,"ROBINSON, RUTH",7 New St,,Donaghadee,Down,South East Trust,BT21 0AG,028 9188 3716,53.314339,-2.6148181
optic-79,Opticians,,,SAM BAIRD OPTICIANS,11 Castle St,,Lisburn,Antrim,,BT27 4SP,028 9260 1888,53.171439,-3.0957174
optic-80,Opticians,,,"SCOTT, G",26 Church St,,Downpatrick,Down,,BT30 6EH,028 4461 4444,52.999347,-2.7659377
optic-81,Opticians,,,SIGHTCARE OPTICIANS,129 High Street,,Bangor,Down,South East Trust,BT20 5BD,028 9145 5333,53.332597,-2.739461
optic-82,Opticians,,,SPECSAVERS OPTICIANS,Unit 34 Bloomfield Centre,South Circular Road,Bangor,Down,South East Trust,BT19 7HB,028 9145 5001,53.316732,-2.7321466
optic-83,Opticians,,,SPECSAVERS OPTICIANS,26 High St,,Newtownards,Down,South East Trust,BT23 7HZ,028 9181 4280,53.261211,-2.7645085
optic-84,Opticians,,,SPECSAVERS OPTICIANS,11 Bow St,,Lisburn,Antrim,,BT28 1BJ,028 9262 7290,53.170542,-3.100392
optic-85,Opticians,,,SPECSAVERS OPTICIANS,Unit 2 The Grove Shopping Centre,,Downpatrick,Down,,BT30 6LY,028 4461 2246,52.995645,-2.7669747
optic-86,Opticians,,,SPECS-XPRESS,Unit 16 The Grove Centre,Market Street,Downpatrick,Down,,BT30 6AA,028 4461 2131,52.9878,-2.7707535
optic-87,Opticians,,,SPECSXPRESS OPTICIANS,3b Waterfoot House,106 Main St,Newcastle,Down,,BT33 0AE,028 4461 2131,52.875313,-2.9268914
optic-88,Opticians,,,SUSAN PARK OPTOMETRIST,63 Main St,,Bangor,Down,South East Trust,BT20 5AF,028 9145 4141,53.330573,-2.7440508
optic-89,Opticians,,,SWEENEY OPTICIANS EYE & HEARING CARE,12 High St,,Donaghadee,Down,South East Trust,BT21 0AA,028 9188 4188,53.314619,-2.616143
optic-90,Opticians,,,SWEENEY OPTICIANS EYE & HEARING CARE,14 The Square,Portaferry,Newtownards,Down,South East Trust,BT22 1LW,028 4272 8191,53.053649,-2.607504
optic-91,Opticians,,,TELFORD OPTICIAN,5 High St,,Newtownards,Down,South East Trust,BT23 4JN,028 9181 8196,53.261211,-2.7673419
optic-92,Opticians,,,TELFORD OPTICIAN,123 Main Street,,Bangor,Down,South East Trust,BT20 4AE,028 9127 0688,53.328518,-2.744946
optic-93,Opticians,,,THE SPECTACLE CENTRE,49 Bridge St,,Lisburn,Antrim,,BT28 1XZ,028 9267 6733,53.170227,-3.0946094
optic-94,Opticians,,,VISION EXPRESS,Unit A9 Bow St Mall,Bow St,Lisburn,Antrim,,BT28 1AW,028 9263 4504,53.171081,-3.1043105
optic-95,Opticians,,,VISION EXPRESS,Unit 13 Bloomfield Centre,South Circular Rd,Bangor,Down,South East Trust,BT19 7HB,028 9145 3629,53.316732,-2.7321466
optic-96,Opticians,,,VISION EXPRESS,Unit 12 Forestside Shopping Centre,,Belfast,Down,,BT8 6FX,028 9069 1503,53.226753,-2.9710455
optic-97,Opticians,,,"ADAMS, J",1 Castlecroft,Main Street,Ballymoney,Antrim,Northern Trust,BT53 6TD,028 2766 4996,53.716041,-3.5953899
optic-98,Opticians,,,AJ CONVERY OPTOMETRIST,83 Main Street,,Maghera,Derry,Northern Trust,BT46 5AB,028 7964 2466,53.488689,-3.7313014
optic-99,Opticians,,,ANDREWS OPTICIANS,Unit 2 Monkstown Village,97 Monkstown Rd,Newtownabbey,Antrim,Northern Trust,BT37 0HS,028 9086 4637,53.351807,-2.9877227
optic-100,Opticians,,,ASDA OPTICAL,150 Junction one,International Outlet,Antrim,Antrim,Northern Trust,BT41 4LL,028 9448 5720,53.38498,-3.2956171
optic-101,Opticians,,,"BARBOUR, S",112 Main Street,,Larne,Antrim,Northern Trust,BT40 1RE,028 2826 0286,53.51693,-2.9017333
